method,lambda_lola,x,y,converged,final_distance_to_nash,final_reward_p1,final_reward_p2
standard,0.0,1.2000000000000002,-1.4000000000000001,0.0,1.2628080459956348,0.7969624121082718,-0.7969624121082718
standard,0.0,1.2000000000000002,-1.2000000000000002,0.0,0.9267130161514154,0.35218537085236834,-0.35218537085236834
standard,0.0,1.2000000000000002,-1.0,0.0,1.1334068974405511,-0.6292797006793871,0.6292797006793871
standard,0.0,1.2000000000000002,-0.8,0.0,1.2080022871590388,-0.7293446891659732,0.7293446891659732
standard,0.0,1.2000000000000002,-0.6000000000000001,0.0,1.189803925375795,-0.7068423770106046,0.7068423770106046
standard,0.0,1.2000000000000002,-0.3999999999999999,0.0,1.1569408017236649,-0.6650226640401298,0.6650226640401298
standard,0.0,1.2000000000000002,-0.19999999999999996,0.0,1.143826929951022,-0.6486226894957487,0.6486226894957487
standard,0.0,1.2000000000000002,0.0,0.0,1.160101808616487,-0.6699560513584282,0.6699560513584282
standard,0.0,1.2000000000000002,0.19999999999999996,0.0,1.1836903719630878,-0.7003699743773915,0.7003699743773915
standard,0.0,1.2000000000000002,0.3999999999999999,0.0,1.1712990300367547,-0.6836528482764845,0.6836528482764845
standard,0.0,1.2000000000000002,0.6000000000000001,0.0,0.9380524289631926,-0.37853311395848266,0.37853311395848266
standard,0.0,1.2000000000000002,0.8000000000000003,0.0,1.1024150237580015,0.5909759770346141,-0.5909759770346141
standard,0.0,1.2000000000000002,1.0,0.0,1.2175712790858797,0.7403415670653961,-0.7403415670653961
standard,0.0,1.2000000000000002,1.2000000000000002,0.0,0.9267130161482686,-0.3521853708481422,0.3521853708481422
standard,0.0,1.2000000000000002,1.4,0.0,1.2629822509214734,-0.7971813255224567,0.7971813255224567
standard,0.0,1.2000000000000002,1.6,0.0,1.1364208156832523,0.6242916520987569,-0.6242916520987569
